7530-426576
OS REV: 1.03 Sensor Cal: 1526022000
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1595271440, +3.49, +29.949,  +0.12061,  -0.616,  +0.934,  -0.257
1595271445, +3.49, +29.957,  +0.60365,  -0.616,  +0.934,  -0.264
1595271450, +3.49, +29.957,  +0.08161,  -0.612,  +0.936,  -0.265
1595271455, +3.49, +29.949,  +0.54365,  -0.616,  +0.934,  -0.260
1595271460, +3.49, +29.973,  -0.46744,  -0.624,  +0.931,  -0.256
1595271465, +3.49, +29.973,  +1.33272,  -0.616,  +0.931,  -0.253
1595271470, +3.49, +29.981,  +0.22862,  -0.612,  +0.935,  -0.266
1595271475, +3.49, +29.981,  -0.60845,  -0.616,  +0.931,  -0.264
1595271480, +3.49, +29.981,  -0.10741,  -0.616,  +0.934,  -0.249
1595271485, +3.49, +29.989,  +0.01860,  -0.612,  +0.932,  -0.248
1595271490, +3.49, +29.997,  +0.71766,  -0.616,  +0.929,  -0.255
1595271495, +3.49, +29.989,  -0.24242,  -0.612,  +0.931,  -0.260
1595271500, +3.49, +30.005,  +1.00269,  -0.620,  +0.932,  -0.260
1595271505, +3.49, +29.997,  -1.01649,  -0.616,  +0.935,  -0.272
1595271510, +3.49, +30.005,  +0.02760,  -0.615,  +0.935,  -0.249
1595271515, +3.49, +30.013,  +0.90368,  -0.610,  +0.931,  -0.253
1595271520, +3.49, +30.021,  +1.23671,  -0.621,  +0.931,  -0.260
1595271525, +3.49, +30.013,  +0.30963,  -0.616,  +0.936,  -0.258
1595271530, +3.49, +30.021,  +0.01560,  -0.621,  +0.935,  -0.264
1595271535, +3.49, +30.030,  +0.77167,  -0.616,  +0.934,  -0.256
1595271540, +3.49, +30.030,  -0.37743,  -0.621,  +0.931,  -0.260
1595271545, +3.49, +30.038,  +0.75067,  -0.615,  +0.931,  -0.242
1595271550, +3.49, +30.038,  +0.02760,  -0.623,  +0.935,  -0.260
1595271555, +3.49, +30.046,  -0.67746,  -0.616,  +0.931,  -0.257
1595271560, +3.49, +30.046,  -0.37443,  -0.623,  +0.929,  -0.266
1595271565, +3.49, +30.038,  -0.70746,  -0.616,  +0.932,  -0.250
1595271570, +3.49, +30.062,  +0.39063,  -0.615,  +0.934,  -0.247
1595271575, +3.49, +30.070,  +1.24571,  -0.617,  +0.926,  -0.249
1595271580, +3.49, +30.062,  +0.74166,  -0.617,  +0.927,  -0.253
1595271585, +3.49, +30.070,  +0.48064,  -0.610,  +0.931,  -0.253
1595271590, +3.49, +30.070,  -0.57245,  -0.616,  +0.936,  -0.250
1595271595, +3.49, +30.070,  -0.41644,  -0.620,  +0.931,  -0.264
1595271600, +3.49, +30.078,  +0.50164,  -0.612,  +0.936,  -0.263
1595271605, +3.49, +30.078,  +0.28863,  -0.621,  +0.935,  -0.271
1595271610, +3.49, +30.094,  +1.09870,  -0.612,  +0.936,  -0.257
1595271615, +3.49, +30.094,  +0.28863,  -0.618,  +0.935,  -0.263
1595271620, +3.49, +30.102,  +0.34563,  -0.615,  +0.929,  -0.267
1595271625, +3.49, +30.102,  +0.62765,  -0.620,  +0.940,  -0.266
1595271630, +3.49, +30.110,  -0.26942,  -0.615,  +0.936,  -0.266
1595271635, +3.49, +30.110,  -0.79747,  -0.621,  +0.936,  -0.264
1595271640, +3.49, +30.118,  +1.19470,  -0.618,  +0.929,  -0.266
1595271645, +3.49, +30.118,  +0.57365,  -0.616,  +0.931,  -0.268
1595271650, +3.49, +30.134,  +0.83467,  -0.616,  +0.935,  -0.260
1595271655, +3.49, +30.110,  -0.03840,  -0.615,  +0.942,  -0.258
1595271660, +3.49, +30.134,  -0.14041,  -0.613,  +0.934,  -0.271
1595271665, +3.49, +30.134,  +1.29371,  -0.621,  +0.936,  -0.271
1595271670, +3.49, +30.142,  +0.67266,  -0.620,  +0.940,  -0.269
1595271675, +3.49, +30.142,  +0.14461,  -0.621,  +0.943,  -0.281
1595271680, +3.49, +30.159,  -0.79447,  -0.618,  +0.931,  -0.264
1595271685, +3.49, +30.151,  +1.46473,  -0.621,  +0.940,  -0.263
1595271690, +3.49, +30.159,  -0.40444,  -0.613,  +0.931,  -0.264
1595271695, +3.49, +30.151,  +0.72066,  -0.618,  +0.935,  -0.265
1595271700, +3.49, +30.175,  +1.25771,  -0.612,  +0.935,  -0.260
1595271705, +3.49, +30.175,  -0.41344,  -0.616,  +0.936,  -0.264
1595271710, +3.49, +30.183,  -0.37743,  -0.613,  +0.936,  -0.266
1595271715, +3.49, +30.183,  +0.91268,  -0.621,  +0.934,  -0.268
1595271720, +3.49, +30.191,  +1.10770,  -0.610,  +0.936,  -0.264
1595271725, +3.49, +30.199,  +0.70266,  -0.564,  +0.939,  -0.436
1595271730, +3.49, +30.199,  -0.47044,  -0.620,  +0.935,  -0.263
1595271735, +3.49, +30.207,  -0.30843,  -0.616,  +0.907,  -0.210
1595271740, +3.49, +30.207,  -0.62045,  -0.616,  +0.927,  -0.253
1595271745, +3.49, +30.215,  +0.86168,  -0.620,  +0.937,  -0.264
1595271750, +3.49, +30.215,  -0.06241,  -0.616,  +0.908,  -0.212
1595271755, +3.49, +30.223,  +1.42272,  -0.624,  +0.931,  -0.249
1595271760, +3.49, +30.239,  +1.20070,  -0.616,  +0.929,  -0.250
1595271765, +3.49, +30.231,  -0.38043,  -0.624,  +0.932,  -0.244
1595271770, +3.49, +30.239,  +0.27962,  -0.618,  +0.915,  -0.188
1595271775, +3.49, +30.247,  +0.50164,  -0.621,  +0.934,  -0.249
1595271780, +3.49, +30.255,  -0.81847,  -0.618,  +0.927,  -0.255
1595271785, +3.49, +30.263,  +0.01560,  -0.625,  +0.936,  -0.264
1595271790, +3.49, +30.263,  +0.15961,  -0.621,  +0.942,  -0.266
1595271795, +3.49, +30.263,  -0.33243,  -0.624,  +0.944,  -0.273
1595271800, +3.49, +30.279,  +0.39663,  -0.621,  +0.939,  -0.272
1595271805, +3.49, +30.279,  -0.65346,  -0.616,  +0.934,  -0.269
1595271810, +3.49, +30.263,  +0.78967,  -0.618,  +0.937,  -0.260
1595271815, +3.49, +30.288,  -0.26042,  -0.624,  +0.928,  -0.258
1595271820, +3.49, +30.304,  -0.51545,  -0.623,  +0.927,  -0.264
1595271825, +3.49, +30.304,  -0.11041,  -0.625,  +0.935,  -0.264
1595271830, +3.49, +30.304,  -0.08341,  -0.625,  +0.935,  -0.269
1595271835, +3.49, +30.304,  -0.77347,  -0.628,  +0.929,  -0.263
1595271840, +3.49, +30.312,  +0.34563,  -0.624,  +0.934,  -0.265
1595271845, +3.49, +30.312,  +0.02160,  -0.633,  +0.926,  -0.281
1595271850, +3.49, +30.328,  -0.30843,  -0.625,  +0.927,  -0.263
1595271855, +3.49, +30.328,  +0.34263,  -0.628,  +0.927,  -0.264
1595271860, +3.49, +30.336,  +1.61174,  -0.628,  +0.935,  -0.272
1595271865, +3.49, +30.352,  -0.80047,  -0.625,  +0.927,  -0.269
1595271870, +3.49, +30.352,  +1.29371,  -0.633,  +0.929,  -0.266
1595271875, +3.49, +30.352,  +0.08761,  -0.626,  +0.934,  -0.269
1595271880, +3.49, +30.360,  -1.04049,  -0.631,  +0.934,  -0.260
1595271885, +3.49, +30.360,  +0.57365,  -0.631,  +0.935,  -0.266
1595271890, +3.49, +30.376,  +1.19770,  -0.632,  +0.935,  -0.276
1595271895, +3.49, +30.368,  +0.31263,  -0.626,  +0.929,  -0.253
1595271900, +3.49, +30.384,  +1.33272,  -0.628,  +0.931,  -0.269
1595271905, +3.49, +30.384,  -0.52145,  -0.628,  +0.931,  -0.272
1595271910, +3.49, +30.392,  +0.09361,  -0.625,  +0.931,  -0.269
1595271915, +3.49, +30.392,  +0.56465,  -0.625,  +0.931,  -0.260
1595271920, +3.49, +30.416,  +0.33363,  -0.629,  +0.932,  -0.264
1595271925, +3.49, +30.408,  +0.49564,  -0.624,  +0.926,  -0.269
1595271930, +3.49, +30.416,  +1.33272,  -0.633,  +0.934,  -0.272
1595271935, +3.49, +30.424,  +0.51965,  -0.625,  +0.931,  -0.272
1595271940, +3.49, +30.424,  +0.57065,  -0.629,  +0.927,  -0.268
1595271945, +3.49, +30.432,  +0.15361,  -0.625,  +0.928,  -0.265
1595271950, +3.49, +30.440,  -0.05040,  -0.637,  +0.929,  -0.276
1595271955, +3.49, +30.448,  -0.70146,  -0.631,  +0.931,  -0.271
1595271960, +3.49, +30.456,  -0.18542,  -0.629,  +0.928,  -0.274
1595271965, +3.49, +30.456,  -0.13741,  -0.621,  +0.927,  -0.264
1595271970, +3.49, +30.472,  +0.14461,  -0.628,  +0.928,  -0.260
1595271975, +3.49, +30.472,  -0.74647,  -0.628,  +0.936,  -0.276
1595271980, +3.49, +30.464,  -0.83947,  -0.628,  +0.935,  -0.273
1595271985, +3.49, +30.472,  -0.73746,  -0.631,  +0.926,  -0.272
1595271990, +3.49, +30.489,  +0.09661,  -0.626,  +0.931,  -0.272
1595271995, +3.49, +30.489,  -0.17642,  -0.628,  +0.931,  -0.281
1595272000, +3.49, +30.505,  -0.52745,  -0.637,  +0.940,  -0.261
1595272005, +3.49, +30.505,  -0.03240,  -0.626,  +0.926,  -0.276
1595272010, +3.49, +30.513,  +0.53165,  -0.626,  +0.928,  -0.264
1595272015, +3.49, +30.521,  +1.16770,  -0.625,  +0.934,  -0.264
1595272020, +3.49, +30.529,  +0.09661,  -0.631,  +0.929,  -0.272
1595272025, +3.49, +30.521,  +1.26971,  -0.625,  +0.931,  -0.276
1595272030, +3.49, +30.537,  -0.48844,  -0.633,  +0.935,  -0.272
1595272035, +3.49, +30.537,  -0.08041,  -0.628,  +0.927,  -0.269
1595272040, +3.49, +30.553,  +0.06061,  -0.631,  +0.927,  -0.264
1595272045, +3.49, +30.545,  +0.64266,  -0.625,  +0.931,  -0.264
1595272050, +3.49, +30.561,  +0.37863,  -0.629,  +0.927,  -0.258
1595272055, +3.49, +30.561,  +0.45064,  -0.628,  +0.936,  -0.266
1595272060, +3.49, +30.569,  -0.28743,  -0.631,  +0.927,  -0.264
1595272065, +3.49, +30.577,  -0.11641,  -0.631,  +0.931,  -0.265
1595272070, +3.49, +30.577,  -0.70146,  -0.625,  +0.931,  -0.260
1595272075, +3.49, +30.585,  -0.41644,  -0.631,  +0.929,  -0.269
1595272080, +3.49, +30.601,  +0.87668,  -0.631,  +0.927,  -0.269
1595272085, +3.49, +30.601,  -0.32343,  -0.618,  +0.927,  -0.272
1595272090, +3.49, +30.601,  +0.00060,  -0.629,  +0.931,  -0.273
1595272095, +3.49, +30.625,  +0.09961,  -0.629,  +0.931,  -0.264
1595272100, +3.49, +30.617,  +0.14461,  -0.625,  +0.927,  -0.269
1595272105, +3.49, +30.625,  -0.71646,  -0.632,  +0.934,  -0.258
1595272110, +3.49, +30.633,  +0.15061,  -0.631,  +0.924,  -0.276
1595272115, +3.49, +30.633,  +0.36363,  -0.621,  +0.927,  -0.261
1595272120, +3.49, +30.641,  +0.25862,  -0.631,  +0.931,  -0.265
1595272125, +3.49, +30.649,  -0.74346,  -0.626,  +0.934,  -0.258
1595272130, +3.49, +30.649,  +0.49264,  -0.625,  +0.928,  -0.272
1595272135, +3.49, +30.665,  -0.10741,  -0.637,  +0.929,  -0.266
1595272140, +3.49, +30.665,  -0.10141,  -0.626,  +0.924,  -0.272
1595272145, +3.49, +30.649,  +0.99669,  -0.616,  +0.936,  -0.268
1595272150, +3.49, +30.681,  -0.23642,  -0.625,  +0.927,  -0.277
1595272155, +3.49, +30.681,  -0.43144,  -0.629,  +0.928,  -0.272
1595272160, +3.49, +30.681,  -0.40144,  -0.325,  +0.631,  -0.628
1595272165, +3.49, +30.697,  +0.44464,  -0.333,  +0.615,  -0.628
1595272170, +3.49, +30.697,  +0.03060,  -0.327,  +0.615,  -0.641
1595272175, +3.49, +30.705,  +0.03060,  -0.325,  +0.615,  -0.636
1595272180, +3.49, +30.713,  -0.30843,  -0.324,  +0.611,  -0.640
1595272185, +3.49, +30.705,  -0.38343,  -0.324,  +0.603,  -0.645
1595272190, +3.49, +30.729,  -0.44044,  -0.324,  +0.604,  -0.639
1595272195, +3.49, +30.737,  +0.83167,  -0.327,  +0.606,  -0.633
1595272200, +3.49, +30.737,  +0.22262,  -0.324,  +0.606,  -0.632
1595272205, +3.49, +30.745,  -0.13741,  -0.324,  +0.590,  -0.642
1595272210, +3.49, +30.745,  -0.35943,  -0.324,  +0.598,  -0.642
1595272215, +3.49, +30.729,  +0.14461,  -0.320,  +0.599,  -0.642
1595272220, +3.49, +30.745,  -0.23642,  -0.320,  +0.600,  -0.650
1595272225, +3.49, +30.769,  +0.42964,  -0.327,  +0.598,  -0.641
1595272230, +3.49, +30.777,  +0.68466,  -0.320,  +0.600,  -0.637
1595272235, +3.49, +30.777,  -0.31743,  -0.317,  +0.592,  -0.641
1595272240, +3.49, +30.785,  -0.15541,  -0.320,  +0.595,  -0.644
1595272245, +3.49, +30.785,  +0.12961,  -0.324,  +0.595,  -0.644
1595272250, +3.49, +30.801,  +0.09961,  -0.324,  +0.599,  -0.649
1595272255, +3.49, +30.801,  +0.16561,  -0.316,  +0.591,  -0.640
1595272260, +3.49, +30.817,  +0.39963,  -0.320,  +0.592,  -0.647
1595272265, +3.49, +30.809,  -0.91748,  -0.321,  +0.595,  -0.644
1595272270, +3.49, +30.825,  -0.01140,  -0.321,  +0.595,  -0.652
1595272275, +3.49, +30.817,  +0.03060,  -0.319,  +0.592,  -0.650
1595272280, +3.49, +30.825,  +0.80167,  -0.325,  +0.592,  -0.631
1595272285, +3.49, +30.833,  -0.20942,  -0.321,  +0.595,  -0.644
1595272290, +3.49, +30.833,  -1.20551,  -0.320,  +0.593,  -0.648
1595272295, +3.49, +30.841,  -0.20642,  -0.328,  +0.590,  -0.648
1595272300, +3.49, +30.841,  +0.19262,  -0.327,  +0.598,  -0.648
1595272305, +3.49, +30.849,  -0.09241,  -0.322,  +0.595,  -0.637
1595272310, +3.49, +30.865,  -0.68346,  -0.324,  +0.591,  -0.652
1595272315, +3.49, +30.857,  +0.31863,  -0.324,  +0.598,  -0.634
1595272320, +3.49, +30.873,  +0.62165,  -0.320,  +0.591,  -0.649
1595272325, +3.49, +30.873,  +0.98469,  -0.320,  +0.598,  -0.641
1595272330, +3.49, +30.881,  +0.44764,  -0.328,  +0.592,  -0.637
1595272335, +3.49, +30.881,  -0.77947,  -0.321,  +0.599,  -0.649
1595272340, +3.49, +30.905,  +0.24362,  -0.320,  +0.592,  -0.648
1595272345, +3.49, +30.905,  -0.63546,  -0.324,  +0.588,  -0.639
1595272350, +3.49, +30.905,  -0.11041,  -0.328,  +0.591,  -0.639
1595272355, +3.49, +30.913,  +0.09661,  -0.320,  +0.588,  -0.648
1595272360, +3.49, +30.913,  -0.08041,  -0.320,  +0.590,  -0.634
1595272365, +3.49, +30.913,  -0.31143,  -0.324,  +0.591,  -0.639
1595272370, +3.49, +30.921,  -0.21842,  -0.325,  +0.595,  -0.649
1595272375, +3.49, +30.921,  -0.49144,  -0.320,  +0.591,  -0.649
1595272380, +3.49, +30.937,  -0.50944,  -0.328,  +0.593,  -0.648
1595272385, +3.49, +30.945,  +0.01260,  -0.320,  +0.591,  -0.648
1595272390, +3.49, +30.945,  -0.12241,  -0.319,  +0.588,  -0.644
1595272395, +3.49, +30.945,  -0.35343,  -0.320,  +0.591,  -0.653
1595272400, +3.49, +30.953,  -0.15241,  -0.317,  +0.590,  -0.645
1595272405, +3.49, +30.969,  -0.02940,  -0.320,  +0.595,  -0.652
1595272410, +3.49, +30.961,  +0.89768,  -0.320,  +0.591,  -0.648
1595272415, +3.49, +30.969,  +0.50764,  -0.320,  +0.591,  -0.637
1595272420, +3.49, +30.977,  +1.17370,  -0.327,  +0.595,  -0.647
1595272425, +3.49, +30.977,  +0.55565,  -0.321,  +0.592,  -0.653
1595272430, +3.49, +30.985,  +0.53465,  -0.324,  +0.590,  -0.648
1595272435, +3.49, +30.993,  +0.37563,  -0.320,  +0.582,  -0.639
1595272440, +3.49, +30.993,  -0.26342,  -0.320,  +0.593,  -0.644
1595272445, +3.49, +30.993,  +0.20462,  -0.322,  +0.591,  -0.653
1595272450, +3.49, +31.001,  -0.43144,  -0.317,  +0.588,  -0.649
1595272455, +3.49, +31.001,  -0.37743,  -0.327,  +0.591,  -0.656
1595272460, +3.49, +31.017,  -1.01049,  -0.321,  +0.590,  -0.649
1595272465, +3.49, +31.017,  +0.64566,  -0.320,  +0.592,  -0.658
1595272470, +3.48, +31.025,  -1.01649,  -0.322,  +0.588,  -0.657
1595272475, +3.48, +31.025,  -0.54245,  -0.321,  +0.587,  -0.650
1595272480, +3.49, +31.033,  -0.02340,  -0.320,  +0.588,  -0.648
1595272485, +3.48, +31.041,  +1.19170,  -0.325,  +0.591,  -0.656
1595272490, +3.48, +31.041,  +0.64866,  -0.328,  +0.591,  -0.649
1595272495, +3.49, +31.041,  -0.20342,  -0.327,  +0.575,  -0.637
1595272500, +3.48, +31.033,  -0.20042,  -0.327,  +0.576,  -0.628
1595272505, +3.48, +31.049,  -0.38343,  -0.319,  +0.563,  -0.584
1595272510, +3.48, +31.057,  +0.09961,  -0.319,  +0.576,  -0.624
1595272515, +3.48, +31.057,  +1.39272,  -0.312,  +0.563,  -0.592
1595272520, +3.48, +31.065,  +0.43864,  -0.324,  +0.582,  -0.631
1595272525, +3.48, +31.057,  +0.92168,  -0.327,  +0.583,  -0.648
1595272530, +3.48, +31.073,  -0.74046,  -0.317,  +0.583,  -0.653
1595272535, +3.48, +31.081,  +0.81667,  -0.328,  +0.579,  -0.631
1595272540, +3.48, +31.073,  -0.11941,  -0.333,  +0.579,  -0.633
1595272545, +3.48, +31.081,  +1.41972,  -0.322,  +0.558,  -0.584
1595272550, +3.48, +31.089,  +0.36363,  -0.328,  +0.576,  -0.633
1595272555, +3.48, +31.089,  +0.03060,  -0.317,  +0.563,  -0.616
1595272560, +3.48, +31.097,  -0.16441,  -0.321,  +0.580,  -0.633
1595272565, +3.48, +31.105,  -0.64146,  -0.285,  +0.592,  -0.808
1595272570, +3.48, +31.097,  +0.12061,  -0.320,  +0.583,  -0.644
1595272575, +3.48, +31.112,  -0.31443,  -0.320,  +0.560,  -0.585
1595272580, +3.48, +31.105,  +0.32163,  -0.319,  +0.579,  -0.644
1595272585, +3.48, +31.112,  +0.40264,  -0.324,  +0.582,  -0.632
1595272590, +3.48, +31.128,  +1.08069,  -0.324,  +0.576,  -0.628
1595272595, +3.48, +31.112,  -0.16141,  -0.324,  +0.582,  -0.633
1595272600, +3.48, +31.105,  -0.85147,  -0.248,  +0.575,  -0.840
1595272605, +3.48, +31.136,  +0.59465,  -0.324,  +0.561,  -0.593
1595272610, +3.48, +31.136,  +0.26762,  -0.325,  +0.583,  -0.637
1595272615, +3.48, +31.144,  -0.51244,  -0.321,  +0.566,  -0.599
1595272620, +3.48, +31.144,  +1.55474,  -0.324,  +0.582,  -0.639
1595272625, +3.48, +31.144,  +0.81067,  -0.320,  +0.587,  -0.633
1595272630, +3.48, +31.120,  +0.67866,  -0.327,  +0.584,  -0.650
1595272635, +3.48, +31.144,  +0.74767,  -0.324,  +0.590,  -0.644
1595272640, +3.48, +31.160,  +0.64566,  -0.327,  +0.592,  -0.652
1595272645, +3.48, +31.152,  +1.29671,  -0.324,  +0.577,  -0.618
1595272650, +3.48, +31.168,  +0.66666,  -0.324,  +0.575,  -0.626
1595272655, +3.48, +31.168,  -0.00840,  -0.324,  +0.588,  -0.653
1595272660, +3.48, +31.160,  +0.48964,  -0.322,  +0.590,  -0.648
1595272665, +3.48, +31.168,  +0.68766,  -0.327,  +0.575,  -0.633
1595272670, +3.48, +31.176,  +0.36663,  -0.320,  +0.588,  -0.649
1595272675, +3.48, +31.176,  +0.02760,  -0.320,  +0.582,  -0.641
1595272680, +3.48, +31.184,  +0.94568,  -0.324,  +0.583,  -0.644
1595272685, +3.48, +31.184,  -0.37743,  -0.324,  +0.579,  -0.633
1595272690, +3.48, +31.176,  -0.23942,  -0.322,  +0.588,  -0.656
1595272695, +3.48, +31.192,  +0.01860,  -0.327,  +0.583,  -0.632
1595272700, +3.48, +31.192,  -0.19742,  -0.328,  +0.576,  -0.634
1595272705, +3.48, +31.200,  +0.30663,  -0.288,  +0.600,  -0.804
1595272710, +3.48, +31.208,  -0.06541,  -0.317,  +0.575,  -0.644
1595272715, +3.48, +31.200,  -0.26942,  -0.319,  +0.560,  -0.596
1595272720, +3.48, +31.208,  +0.19862,  -0.324,  +0.575,  -0.644
1595272725, +3.48, +31.200,  -0.57245,  -0.327,  +0.590,  -0.644
1595272730, +3.48, +31.208,  +0.12061,  -0.320,  +0.588,  -0.648
1595272735, +3.48, +31.208,  +0.33363,  -0.324,  +0.588,  -0.652
1595272740, +3.48, +31.216,  -0.20342,  -0.322,  +0.575,  -0.653
1595272745, +3.48, +31.224,  +0.48964,  -0.320,  +0.595,  -0.637
1595272750, +3.48, +31.224,  +0.62165,  -0.321,  +0.575,  -0.633
1595272755, +3.48, +31.224,  +0.54665,  -0.324,  +0.574,  -0.633
1595272760, +3.48, +31.224,  -0.35343,  -0.320,  +0.583,  -0.636
1595272765, +3.48, +31.232,  +1.08970,  -0.317,  +0.583,  -0.644
1595272770, +3.48, +31.232,  -0.40744,  -0.322,  +0.584,  -0.636
1595272775, +3.48, +31.240,  +0.86768,  -0.324,  +0.575,  -0.639
1595272780, +3.48, +31.240,  +0.13861,  -0.329,  +0.582,  -0.633
1595272785, +3.48, +31.248,  -0.08041,  -0.322,  +0.583,  -0.649
1595272790, +3.48, +31.248,  +0.89768,  -0.321,  +0.590,  -0.644
1595272795, +3.48, +31.248,  -0.29643,  -0.320,  +0.588,  -0.648
1595272800, +3.48, +31.256,  -0.11641,  -0.327,  +0.583,  -0.650
1595272805, +3.48, +31.264,  -0.01140,  -0.325,  +0.571,  -0.642
1595272810, +3.48, +31.264,  +0.18662,  -0.324,  +0.588,  -0.644
1595272815, +3.48, +31.256,  -0.31443,  -0.328,  +0.585,  -0.637
1595272820, +3.48, +31.264,  -0.76747,  -0.324,  +0.587,  -0.653
1595272825, +3.48, +31.256,  -0.52145,  -0.320,  +0.572,  -0.641
1595272830, +3.48, +31.264,  +0.36963,  -0.327,  +0.579,  -0.637
1595272835, +3.48, +31.256,  -0.52445,  -0.224,  +0.531,  -0.792
1595272840, +3.48, +31.272,  +0.34563,  -0.317,  +0.560,  -0.592
1595272845, +3.48, +31.272,  +0.92168,  -0.317,  +0.579,  -0.628
1595272850, +3.48, +31.280,  -0.09541,  -0.320,  +0.584,  -0.656
1595272855, +3.48, +31.280,  -0.59945,  -0.320,  +0.577,  -0.653
1595272860, +3.48, +31.288,  +0.39963,  -0.321,  +0.577,  -0.641
1595272865, +3.48, +31.288,  -0.11041,  -0.324,  +0.572,  -0.637
1595272870, +3.48, +31.295,  +0.86468,  -0.264,  +0.585,  -0.844
1595272875, +3.48, +31.288,  +0.62165,  -0.324,  +0.575,  -0.633
1595272880, +3.48, +31.295,  +0.17762,  -0.324,  +0.575,  -0.644
1595272885, +3.48, +31.295,  -0.47944,  -0.320,  +0.582,  -0.641
1595272890, +3.48, +31.295,  +0.89168,  -0.319,  +0.583,  -0.649
1595272895, +3.48, +31.288,  -0.72846,  -0.321,  +0.576,  -0.628
1595272900, +3.48, +31.295,  +0.50764,  -0.252,  +0.567,  -0.832
1595272905, +3.48, +31.295,  +0.12661,  -0.320,  +0.558,  -0.584
1595272910, +3.48, +31.303,  -0.38643,  -0.322,  +0.575,  -0.628
1595272915, +3.48, +31.295,  +0.75667,  -0.317,  +0.559,  -0.592
1595272920, +3.48, +31.303,  +0.40864,  -0.324,  +0.577,  -0.628
1595272925, +3.48, +31.319,  -0.70146,  -0.316,  +0.584,  -0.655
1595272930, +3.48, +31.311,  +0.16261,  -0.324,  +0.583,  -0.656
1595272935, +3.48, +31.311,  -0.52145,  -0.327,  +0.579,  -0.629
1595272940, +3.48, +31.319,  +1.18870,  -0.232,  +0.548,  -0.820
1595272945, +3.48, +31.319,  -0.62345,  -0.320,  +0.560,  -0.575
1595272950, +3.48, +31.319,  +1.07769,  -0.324,  +0.574,  -0.625
1595272955, +3.48, +31.319,  +0.23462,  -0.324,  +0.579,  -0.648
1595272960, +3.48, +31.327,  +0.22862,  -0.324,  +0.583,  -0.637
1595272965, +3.48, +31.327,  +0.32463,  -0.329,  +0.585,  -0.650
1595272970, +3.48, +31.335,  -0.00540,  -0.327,  +0.574,  -0.632
1595272975, +3.48, +31.335,  -0.05941,  -0.325,  +0.585,  -0.649
1595272980, +3.48, +31.335,  +1.09270,  -0.327,  +0.574,  -0.633
1595272985, +3.48, +31.343,  -0.25142,  -0.328,  +0.583,  -0.642
1595272990, +3.48, +31.335,  +0.92168,  -0.324,  +0.582,  -0.656
1595272995, +3.48, +31.335,  +0.92168,  -0.320,  +0.575,  -0.641
1595273000, +3.48, +31.343,  -0.55445,  -0.324,  +0.582,  -0.653
1595273005, +3.48, +31.351,  -0.35343,  -0.328,  +0.576,  -0.640
1595273010, +3.48, +31.343,  +0.40564,  -0.322,  +0.574,  -0.633
1595273015, +3.48, +31.351,  -0.97749,  -0.319,  +0.582,  -0.653
1595273020, +3.48, +31.343,  +0.12661,  -0.320,  +0.582,  -0.640
1595273025, +3.48, +31.351,  -0.95048,  -0.320,  +0.577,  -0.653
1595273030, +3.48, +31.351,  -0.35943,  -0.322,  +0.587,  -0.653
1595273035, +3.48, +31.359,  -0.63546,  -0.322,  +0.575,  -0.628
1595273040, +3.48, +31.359,  +0.63966,  -0.324,  +0.584,  -0.641
1595273045, +3.48, +31.359,  -0.09241,  -0.317,  +0.583,  -0.637
1595273050, +3.48, +31.359,  +0.21362,  -0.319,  +0.582,  -0.653
1595273055, +3.48, +31.359,  +0.31863,  -0.316,  +0.575,  -0.639
1595273060, +3.48, +31.367,  +0.37863,  -0.324,  +0.575,  -0.640
1595273065, +3.48, +31.367,  +0.54965,  -0.327,  +0.583,  -0.647
1595273070, +3.48, +31.367,  +0.59465,  -0.321,  +0.582,  -0.650
1595273075, +3.48, +31.375,  -0.37443,  -0.327,  +0.591,  -0.649
1595273080, +3.48, +31.359,  -0.62045,  -0.324,  +0.568,  -0.639
1595273085, +3.48, +31.383,  +1.30571,  -0.329,  +0.576,  -0.636
1595273090, +3.48, +31.367,  +0.11161,  -0.324,  +0.575,  -0.640
1595273095, +3.48, +31.383,  -0.67446,  -0.322,  +0.582,  -0.649
1595273100, +3.48, +31.367,  +0.10861,  -0.322,  +0.576,  -0.657
1595273105, +3.48, +31.383,  -0.69546,  -0.324,  +0.588,  -0.660
1595273110, +3.48, +31.383,  -0.08341,  -0.324,  +0.569,  -0.648
1595273115, +3.48, +31.383,  +0.40264,  -0.322,  +0.584,  -0.653
1595273120, +3.48, +31.383,  -0.31143,  -0.325,  +0.575,  -0.633
1595273125, +3.48, +31.383,  +1.50673,  -0.327,  +0.577,  -0.652
1595273130, +3.48, +31.391,  +0.99369,  -0.321,  +0.585,  -0.648
1595273135, +3.48, +31.391,  -0.07441,  -0.322,  +0.583,  -0.663
1595273140, +3.48, +31.391,  +0.74767,  -0.320,  +0.579,  -0.644
1595273145, +3.48, +31.391,  +0.22862,  -0.321,  +0.582,  -0.648
1595273150, +3.48, +31.399,  +0.70866,  -0.328,  +0.587,  -0.644
1595273155, +3.48, +31.391,  +0.04560,  -0.322,  +0.579,  -0.656
1595273160, +3.48, +31.399,  +1.01169,  -0.319,  +0.576,  -0.644
1595273165, +3.48, +31.391,  +0.69666,  -0.332,  +0.583,  -0.639
1595273170, +3.48, +31.407,  +1.31471,  -0.328,  +0.583,  -0.656
